date,Actual,OLS_Pred,ARIMAX_Pred,regime
2022-08-01,809845.0223363979,-187062.94592503633,958614.7187765668,2020+
2022-09-01,746308.6861750152,-237421.0279139389,886439.096056227,2020+
2021-11-01,-728263.9529342381,52162.6993171358,-456471.6903009827,2020+
2021-12-01,-761840.4915281357,84472.22216146147,-489959.5578930684,2020+
2022-01-01,-1692738.9750950257,122836.48119445481,-473589.0350384089,2020+
2022-02-01,-1572323.7289399637,147042.04090198793,-421008.0126491698,2020+
2022-03-01,-1867581.2959650105,241647.32909693164,-581756.1910190204,2020+
2022-04-01,711891.1905645793,261791.8363918791,-598532.6243120177,2020+
2022-05-01,748748.0765866169,272175.7910740933,-669074.4944645995,2020+
2022-06-01,756602.7328488039,243796.05559424317,-740620.005418272,2020+
2022-07-01,821861.2914885869,181249.23548068939,-813769.5551619881,2020+
2022-08-01,809845.0223363979,91263.00198607447,-805098.0992032038,2020+
2022-09-01,746308.6861750152,20670.261038795834,-744624.045708795,2020+
2022-10-01,690623.0176898504,-10669.29519431352,-776638.1982935233,2020+
2021-12-01,-761840.4915281357,68995.09957380424,-487832.9166104525,2020+
2022-01-01,-1692738.9750950257,107188.03426470344,-471533.4488192097,2020+
2022-02-01,-1572323.7289399637,132290.16039058226,-419180.65152580023,2020+
2022-03-01,-1867581.2959650105,220111.9372189669,-579231.1114214968,2020+
2022-04-01,711891.1905645793,238795.91889819916,-595934.727186237,2020+
2022-05-01,748748.0765866169,246186.03368606474,-666170.4142100007,2020+
2022-06-01,756602.7328488039,215542.26636614912,-737405.3856994082,2020+
2022-07-01,821861.2914885869,151552.1083920459,-810237.4335972002,2020+
2022-08-01,809845.0223363979,63652.7547420122,-801603.6155712997,2020+
2022-09-01,746308.6861750152,-3242.5553484874804,-741392.0465599988,2020+
2022-10-01,690623.0176898504,-34364.14187815647,-773267.2433913492,2020+
2022-11-01,667613.0818619691,-25053.22771767263,-767288.0508554785,2020+
2022-01-01,-1692738.9750950257,74554.18535347127,-469065.1154415622,2020+
2022-02-01,-1572323.7289399637,103762.6991067322,-416611.85544210573,2020+
2022-03-01,-1867581.2959650105,181784.29454096864,-575164.4598689161,2020+
2022-04-01,711891.1905645793,200631.74110025942,-591219.3260384358,2020+
2022-05-01,748748.0765866169,204755.5334615571,-660305.6827943837,2020+
2022-06-01,756602.7328488039,170513.12371199514,-730257.0612931247,2020+
2022-07-01,821861.2914885869,102191.30259571891,-801662.4284414253,2020+
2022-08-01,809845.0223363979,14115.60144120252,-792407.6492403585,2020+
2022-09-01,746308.6861750152,-50317.96419344221,-732228.5876143766,2020+
2022-10-01,690623.0176898504,-85118.920012676,-763023.8924510271,2020+
2022-11-01,667613.0818619691,-77031.56381759718,-756443.8992375957,2020+
2022-12-01,694194.9004481805,-35556.76917906947,-794055.5089637891,2020+
2022-02-01,-1572323.7289399637,-411644.8856160646,-975759.9982619812,2020+
2022-03-01,-1867581.2959650105,-528353.2066992262,-1347111.1435371707,2020+
2022-04-01,711891.1905645793,-527399.3494063418,-1384713.7630819364,2020+
2022-05-01,748748.0765866169,-606183.3736036938,-1546523.1378888227,2020+
2022-06-01,756602.7328488039,-724495.3688186768,-1710358.5085264556,2020+
2022-07-01,821861.2914885869,-879382.4731100732,-1877599.313305384,2020+
2022-08-01,809845.0223363979,-956416.5299760861,-1855923.3981008683,2020+
2022-09-01,746308.6861750152,-948401.1661286867,-1714976.0842947636,2020+
2022-10-01,690623.0176898504,-1022886.3167158483,-1787102.7570068256,2020+
2022-11-01,667613.0818619691,-1008622.0435655549,-1771691.5449140298,2020+
2022-12-01,694194.9004481805,-1014868.4610246638,-1859782.9034538113,2020+
2023-01-01,-414679.8930613125,-897950.0547603167,-1764317.7602744035,2020+
2022-03-01,-1867581.2959650105,-695307.1807900991,-1342469.80832869,2020+
2022-04-01,711891.1905645793,-699278.923600381,-1379942.872484512,2020+
2022-05-01,748748.0765866169,-799911.8523402727,-1541194.7498375592,2020+
2022-06-01,756602.7328488039,-941822.4337035163,-1704465.6426589107,2020+
2022-07-01,821861.2914885869,-1121692.2207410082,-1871130.236868281,2020+
2022-08-01,809845.0223363979,-1199007.5270840237,-1849529.0039107394,2020+
2022-09-01,746308.6861750152,-1174111.106407732,-1709067.309349679,2020+
2022-10-01,690623.0176898504,-1257933.4407317888,-1780945.4772200226,2020+
2022-11-01,667613.0818619691,-1239806.6377906809,-1765587.363099275,2020+
2022-12-01,694194.9004481805,-1254398.3990253382,-1853375.2119357046,2020+
2023-01-01,-414679.8930613125,-1121862.151702279,-1758238.9838640715,2020+
2023-02-01,-382057.6689436213,-979040.3834914805,-1638810.662145374,2020+
2022-04-01,711891.1905645793,-336309.7660812508,-1376839.7427271158,2020+
2022-05-01,748748.0765866169,-394550.9373118462,-1539575.5024380174,2020+
2022-06-01,756602.7328488039,-493337.50888453954,-1704719.4179424613,2020+
2022-07-01,821861.2914885869,-629260.0903085057,-1873656.0033244167,2020+
2022-08-01,809845.0223363979,-712533.2449893527,-1854249.5141176055,2020+
2022-09-01,746308.6861750152,-725280.7864406385,-1715486.801640693,2020+
2022-10-01,690623.0176898504,-791368.484666431,-1789781.5366482604,2020+
2022-11-01,667613.0818619691,-778622.0731788062,-1776477.849037363,2020+
2022-12-01,694194.9004481805,-771686.541159888,-1867046.4411795763,2020+
2023-01-01,-414679.8930613125,-665027.3976461584,-1773335.3093231837,2020+
2023-02-01,-382057.6689436213,-553945.5260123742,-1654866.3427551512,2020+
2023-03-01,-446863.4379950663,-601066.5249260687,-1974788.3507577558,2020+
2022-05-01,748748.0765866169,283849.1560297499,593924.0593943747,2020+
2022-06-01,756602.7328488039,254092.5749419125,657631.8449087252,2020+
2022-07-01,821861.2914885869,193378.38510393543,722802.7341861376,2020+
2022-08-01,809845.0223363979,107772.81433666762,715316.2676431274,2020+
2022-09-01,746308.6861750152,42667.93006308893,661785.5928613202,2020+
2022-10-01,690623.0176898504,20347.44513242527,690446.3705684469,2020+
2022-11-01,667613.0818619691,35937.499981515124,685314.1904567402,2020+
2022-12-01,694194.9004481805,89768.8575103763,720252.955476357,2020+
2023-01-01,-414679.8930613125,153320.83121644123,684101.8885882418,2020+
2023-02-01,-382057.6689436213,205337.63371852477,638399.9594081917,2020+
2023-03-01,-446863.4379950663,295953.61833230994,761816.693829439,2020+
2023-04-01,1743553.3412865952,304217.0208417329,752756.754039169,2020+
2022-06-01,756602.7328488039,-325851.1193096102,654141.7274063843,2020+
2022-07-01,821861.2914885869,-439726.1056630693,718485.3289932804,2020+
2022-08-01,809845.0223363979,-515521.08443228866,710567.4686459043,2020+
2022-09-01,746308.6861750152,-532749.417028767,656951.9844371516,2020+
2022-10-01,690623.0176898504,-580957.5185373038,684944.4826555604,2020+
2022-11-01,667613.0818619691,-563900.7626205385,679397.9726609836,2020+
2022-12-01,694194.9004481805,-545171.8177099945,713557.0008903261,2020+
2023-01-01,-414679.8930613125,-454237.09656837175,677288.2070804404,2020+
2023-02-01,-382057.6689436213,-364895.665625809,631618.2598540576,2020+
2023-03-01,-446863.4379950663,-386261.1256422834,753219.2501249653,2020+
2023-04-01,1743553.3412865952,-368985.4618917984,743763.1956336797,2020+
2023-05-01,1834822.045030433,-420043.27413138276,785391.0933192621,2020+
2022-07-01,821861.2914885869,-618690.5437187641,715250.9196449575,2020+
2022-08-01,809845.0223363979,-696007.7009007517,706993.7165781305,2020+
2022-09-01,746308.6861750152,-702392.3699156536,653301.3779475506,2020+
2022-10-01,690623.0176898504,-759245.0407764019,680777.2463186891,2020+
2022-11-01,667613.0818619691,-740092.1633795823,674906.5134000445,2020+
2022-12-01,694194.9004481805,-727331.5821120684,708463.954009908,2020+
2023-01-01,-414679.8930613125,-622808.1342059993,672097.5504966906,2020+
2023-02-01,-382057.6689436213,-517432.66838276014,626445.3469045326,2020+
2023-03-01,-446863.4379950663,-563038.6436016137,746654.4156918204,2020+
2023-04-01,1743553.3412865952,-539952.2131791818,736889.9428230212,2020+
2023-05-01,1834822.045030433,-599003.5083744182,777720.6535710187,2020+
2023-06-01,1862053.613682972,-677355.9059597377,788596.2718048362,2020+
2022-08-01,809845.0223363979,-397489.45935720135,719139.6149531462,2020+
2022-09-01,746308.6861750152,-427786.01370343886,664524.8628220789,2020+
2022-10-01,690623.0176898504,-474444.04858639964,692472.7551724304,2020+
2022-11-01,667613.0818619691,-458705.01631971006,686501.1651965547,2020+
2022-12-01,694194.9004481805,-432195.22480317234,720635.1093083926,2020+
2023-01-01,-414679.8930613125,-342179.4750650839,683643.9459098015,2020+
2023-02-01,-382057.6689436213,-254535.6519888256,637207.4549677161,2020+
2023-03-01,-446863.4379950663,-247566.60938733502,759481.6685365874,2020+
2023-04-01,1743553.3412865952,-226439.81413719594,749549.4406182051,2020+
2023-05-01,1834822.045030433,-266277.1268014696,791081.6050821258,2020+
2023-06-01,1862053.613682972,-338958.5425097051,802144.0617393617,2020+
2023-07-01,561150.9769048007,-461985.6148216086,856614.3354037706,2020+
2022-09-01,746308.6861750152,-178922.3218302307,661657.1871167283,2020+
2022-10-01,690623.0176898504,-215206.13500991758,688882.5676251475,2020+
2022-11-01,667613.0818619691,-202107.02592175142,682345.7427475975,2020+
2022-12-01,694194.9004481805,-163495.78351115048,715647.7802964993,2020+
2023-01-01,-414679.8930613125,-87947.51957785251,678319.9444590476,2020+
2023-02-01,-382057.6689436213,-18049.02595787271,631693.1476553665,2020+
2023-03-01,-446863.4379950663,34144.49908313255,752251.9432178217,2020+
2023-04-01,1743553.3412865952,51997.228736738376,741766.1518821167,2020+
2023-05-01,1834822.045030433,28644.275624831946,782183.6215613224,2020+
2023-06-01,1862053.613682972,-38344.85796474932,792429.2694393242,2020+
2023-07-01,561150.9769048007,-139056.54704354666,845501.1012976025,2020+
2023-08-01,559327.6463430643,-236238.99379365644,835289.7902539414,2020+
2022-10-01,690623.0176898504,-118855.93172988342,687108.9289390624,2020+
2022-11-01,667613.0818619691,-107240.19087617646,680588.9340915616,2020+
2022-12-01,694194.9004481805,-64484.00045830639,713805.2297361757,2020+
2023-01-01,-414679.8930613125,5693.535197748833,676573.5012393168,2020+
2023-02-01,-382057.6689436213,69273.2198172555,630066.7530708525,2020+
2023-03-01,-446863.4379950663,138631.22343579444,750315.1490739081,2020+
2023-04-01,1743553.3412865952,155767.77888742482,739856.353026296,2020+
2023-05-01,1834822.045030433,138930.29162527976,780169.7601267773,2020+
2023-06-01,1862053.613682972,74134.44800577904,790389.028541697,2020+
2023-07-01,561150.9769048007,-18561.170271505864,843324.217523095,2020+
2023-08-01,559327.6463430643,-117131.8056350771,833139.1973787285,2020+
2023-09-01,512165.376752135,-178937.65275821346,769757.1853260153,2020+
2022-11-01,667613.0818619691,-98612.1028958061,608356.1684012848,2020+
2022-12-01,694194.9004481805,-56508.06787036411,637888.9640560931,2020+
2023-01-01,-414679.8930613125,11736.640707144641,604467.112603587,2020+
2023-02-01,-382057.6689436213,73395.92172502588,562777.319438166,2020+
2023-03-01,-446863.4379950663,142123.23996668973,670017.3817863875,2020+
2023-04-01,1743553.3412865952,158572.09130353402,660514.1006467642,2020+
2023-05-01,1834822.045030433,142216.48272527568,696331.6410386979,2020+
2023-06-01,1862053.613682972,78747.80982409908,705277.8599680173,2020+
2023-07-01,561150.9769048007,-11600.329697139869,752326.3105350947,2020+
2023-08-01,559327.6463430643,-108108.59775563034,743056.0526611496,2020+
2023-09-01,512165.376752135,-169025.69987136245,686357.0355563685,2020+
2023-10-01,663665.3591785287,-208297.50558559212,710205.8885370999,2020+
2022-12-01,694194.9004481805,123586.78505528465,635838.2338184917,2020+
2023-01-01,-414679.8930613125,181631.80331267318,601987.8312670534,2020+
2023-02-01,-382057.6689436213,230433.45169873408,559970.4463773906,2020+
2023-03-01,-446863.4379950663,327544.8946515519,666082.57819711,2020+
2023-04-01,1743553.3412865952,340072.50360405765,656050.9719952709,2020+
2023-05-01,1834822.045030433,332826.26701652113,691011.2287397535,2020+
2023-06-01,1862053.613682972,271929.0306146046,699266.4799782728,2020+
2023-07-01,561150.9769048007,195500.9392622171,745250.3607106507,2020+
2023-08-01,559327.6463430643,98061.89114164356,735412.4969000728,2020+
2023-09-01,512165.376752135,23013.1048996092,678692.4284002292,2020+
2023-10-01,663665.3591785287,-8351.949213899263,701650.2238163678,2020+
2023-11-01,628733.1556785027,3811.9956512721647,679250.3595547456,2020+
2023-01-01,-414679.8930613125,295933.16689335165,601121.5452130086,2020+
2023-02-01,-382057.6689436213,336658.41238297074,559164.6256552474,2020+
2023-03-01,-446863.4379950663,453805.8557761364,665124.0559919336,2020+
2023-04-01,1743553.3412865952,464390.6080707102,655106.8840438809,2020+
2023-05-01,1834822.045030433,463793.0399004039,690016.830232622,2020+
2023-06-01,1862053.613682972,404548.8537830568,698260.2014307709,2020+
2023-07-01,561150.9769048007,336982.08066847944,744177.908473999,2020+
2023-08-01,559327.6463430643,237824.71052107422,734354.202022501,2020+
2023-09-01,512165.376752135,152109.950116713,677715.7575464345,2020+
2023-10-01,663665.3591785287,125175.108050293,700640.515283405,2020+
2023-11-01,628733.1556785027,133071.32471367408,678272.8858702803,2020+
2023-12-01,663556.4851429686,190540.93320375454,706295.529144608,2020+
2023-02-01,-382057.6689436213,-386384.4030337917,-332545.5090117805,2020+
2023-03-01,-446863.4379950663,-404477.13297420397,-395561.5337069678,2020+
2023-04-01,1743553.3412865952,-378458.5421079177,-389604.13592350367,2020+
2023-05-01,1834822.045030433,-421209.9510273236,-410365.72352770495,2020+
2023-06-01,1862053.613682972,-488834.72130864754,-415268.20810176135,2020+
2023-07-01,561150.9769048007,-614053.303682991,-442576.3140235609,2020+
2023-08-01,559327.6463430643,-701058.8906118344,-436733.9750006774,2020+
2023-09-01,512165.376752135,-715977.8617304269,-403050.0491839929,2020+
2023-10-01,663665.3591785287,-774762.8181200939,-416683.824446387,2020+
2023-11-01,628733.1556785027,-740660.3269950505,-403381.3837381257,2020+
2023-12-01,663556.4851429686,-721308.4085846659,-420046.9654145132,2020+
2024-01-01,-543024.9941201565,-649198.4844697525,-421908.24748481356,2020+
2023-03-01,-446863.4379950663,27921.848976516252,-394992.30230497976,2020+
2023-04-01,1743553.3412865952,47915.36960437441,-389043.4778926306,2020+
2023-05-01,1834822.045030433,26945.604866614318,-409775.1891841641,2020+
2023-06-01,1862053.613682972,-37523.81685388644,-414670.6188307821,2020+
2023-07-01,561150.9769048007,-136144.6171738245,-441939.42752477375,2020+
2023-08-01,559327.6463430643,-232446.48784339198,-436105.4957443158,2020+
2023-09-01,512165.376752135,-285510.10591027094,-402470.04217186006,2020+
2023-10-01,663665.3591785287,-330501.4336408837,-416084.1982238285,2020+
2023-11-01,628733.1556785027,-309897.153363131,-402800.89984400675,2020+
2023-12-01,663556.4851429686,-270773.09324267064,-419442.4994410226,2020+
2024-01-01,-543024.9941201565,-193979.86009660747,-421301.1025382518,2020+
2024-02-01,-523926.470627902,-104150.51308227053,-388717.3808003249,2020+
2023-04-01,1743553.3412865952,420279.6080147597,-388483.62542507576,2020+
2023-05-01,1834822.045030433,419967.7393291703,-409185.50413981796,2020+
2023-06-01,1862053.613682972,361396.1849073337,-414073.8897335651,2020+
2023-07-01,561150.9769048007,290367.43983588106,-441303.45837354165,2020+
2023-08-01,559327.6463430643,189511.1663557901,-435477.9215410081,2020+
2023-09-01,512165.376752135,104401.83248600509,-401890.8694314306,2020+
2023-10-01,663665.3591785287,72483.12567748275,-415485.4347818629,2020+
2023-11-01,628733.1556785027,79544.05767474225,-402221.2508297186,2020+
2023-12-01,663556.4851429686,133669.29041509808,-418838.9032592161,2020+
2024-01-01,-543024.9941201565,211087.62850920993,-420694.83066313126,2020+
2024-02-01,-523926.470627902,268748.3777527384,-388157.9972376466,2020+
2024-03-01,-603822.5352519414,379900.42630368297,-454652.790760403,2020+
2023-05-01,1834822.045030433,1036986.8444543045,1630025.146587201,2020+
2023-06-01,1862053.613682972,982489.0867215318,1648046.7621663602,2020+
2023-07-01,561150.9769048007,949407.230407514,1754876.8092475722,2020+
2023-08-01,559327.6463430643,838202.3345679992,1730187.0845413848,2020+
2023-09-01,512165.376752135,702874.0056962871,1595337.908435105,2020+
2023-10-01,663665.3591785287,692208.3323704835,1647851.1102127975,2020+
2023-11-01,628733.1556785027,681124.7255580367,1593840.2802171276,2020+
2023-12-01,663556.4851429686,761797.1583438457,1658228.668864299,2020+
2024-01-01,-543024.9941201565,843002.3097915928,1664110.658625359,2020+
2024-02-01,-523926.470627902,851650.4985832934,1534055.9026513826,2020+
2024-03-01,-603822.5352519414,1061133.7122470525,1795271.4609272669,2020+
2024-04-01,1226533.538167697,1059527.028754576,1755301.4820269037,2020+
2023-06-01,1862053.613682972,857715.0619014433,1647124.7410518995,2020+
2023-07-01,561150.9769048007,821429.3094953418,1753895.0197694406,2020+
2023-08-01,559327.6463430643,719062.4943758328,1729219.1084030003,2020+
2023-09-01,512165.376752135,599746.9208565179,1594445.376592037,2020+
2023-10-01,663665.3591785287,590944.860299076,1646929.1984743588,2020+
2023-11-01,628733.1556785027,585196.5584992568,1592948.586500441,2020+
2023-12-01,663556.4851429686,660260.7902764854,1657300.9513764346,2020+
2024-01-01,-543024.9941201565,735913.4600220016,1663179.6514408332,2020+
2024-02-01,-523926.470627902,746174.2900918594,1533197.6571175132,2020+
2024-03-01,-603822.5352519414,929522.193661821,1794267.0723336162,2020+
2024-04-01,1226533.538167697,924653.2106798026,1754319.4553536966,2020+
2024-05-01,1282169.2218754,942454.6557511226,1847185.1575569184,2020+
2023-07-01,561150.9769048007,193188.53348990137,1752913.7780373495,2020+
2023-08-01,559327.6463430643,99570.05414400992,1728251.6716811352,2020+
2023-09-01,512165.376752135,28457.90816033856,1593553.3401317266,2020+
2023-10-01,663665.3591785287,802.2199304267654,1646007.7997596674,2020+
2023-11-01,628733.1556785027,14400.989794439769,1592057.3872225552,2020+
2023-12-01,663556.4851429686,66469.66043219854,1656373.7499287059,2020+
2024-01-01,-543024.9941201565,140129.11862996637,1662249.160192948,2020+
2024-02-01,-523926.470627902,197080.20640639347,1532339.885593202,2020+
2024-03-01,-603822.5352519414,287074.8038368003,1793263.2437833517,2020+
2024-04-01,1226533.538167697,296615.9295242459,1753337.9757929982,2020+
2024-05-01,1282169.2218754,281224.67214518605,1846151.7246079508,2020+
2024-06-01,1318424.239956903,211759.1888831092,1874600.2142237816,2020+
2023-08-01,559327.6463430643,-818201.9696426339,494781.77349335916,2020+
2023-09-01,512165.376752135,-817649.484884906,456218.9402023185,2020+
2023-10-01,663665.3591785287,-873025.1402493884,471236.14603507426,2020+
2023-11-01,628733.1556785027,-830699.3030880528,455790.6629851715,2020+
2023-12-01,663556.4851429686,-812747.3232838908,474203.8173571141,2020+
2024-01-01,-543024.9941201565,-742254.1479830896,475885.88989307417,2020+
2024-02-01,-523926.470627902,-616439.7999514391,438694.1177578646,2020+
2024-03-01,-603822.5352519414,-665114.8303516107,513393.9586109809,2020+
2024-04-01,1226533.538167697,-634507.9680378393,501963.73994673043,2020+
2024-05-01,1282169.2218754,-699282.4045606961,528535.4215910274,2020+
2024-06-01,1318424.239956903,-783878.0104762078,536679.9502356305,2020+
2024-07-01,724784.7512339309,-928588.9451543887,564932.0375060049,2020+
2023-09-01,512165.376752135,-668365.898001534,455963.70503666176,2020+
2023-10-01,663665.3591785287,-720694.4253595921,470972.5088291259,2020+
2023-11-01,628733.1556785027,-687415.0964093665,455535.6678311822,2020+
2023-12-01,663556.4851429686,-669166.8829540141,473938.5200536964,2020+
2024-01-01,-543024.9941201565,-603544.7645787535,475619.6525735275,2020+
2024-02-01,-523926.470627902,-492141.779583067,438448.68864213047,2020+
2024-03-01,-603822.5352519414,-521156.667497416,513106.73544893187,2020+
2024-04-01,1226533.538167697,-492287.65497973555,501682.9113768825,2020+
2024-05-01,1282169.2218754,-545381.8362524867,528239.7254943984,2020+
2024-06-01,1318424.239956903,-621947.4062985029,536379.6969560832,2020+
2024-07-01,724784.7512339309,-752333.4685138013,564615.9775597844,2020+
2024-08-01,699384.4941756901,-849685.2320772465,563096.4205492709,2020+
2023-10-01,663665.3591785287,-484282.219244175,470709.0171671929,2020+
2023-11-01,628733.1556785027,-460284.7762763281,455280.81282035855,2020+
2023-12-01,663556.4851429686,-434668.45429074985,473673.36911891954,2020+
2024-01-01,-543024.9941201565,-369779.59919606836,475353.5614087495,2020+
2024-02-01,-523926.470627902,-277494.6903125668,438203.39358444663,2020+
2024-03-01,-603822.5352519414,-270017.5618054834,512819.6711552984,2020+
2024-04-01,1226533.538167697,-245891.53227653544,501402.2381731353,2020+
2024-05-01,1282169.2218754,-284362.5794535444,527944.1941768186,2020+
2024-06-01,1318424.239956903,-355061.018991814,536079.6113022758,2020+
2024-07-01,724784.7512339309,-469751.003394428,564300.0944140557,2020+
2024-08-01,699384.4941756901,-566984.1022900145,562781.3876890208,2020+
2024-09-01,638620.754590379,-590152.8716561554,515616.3700308145,2020+
2023-11-01,628733.1556785027,14604.174838329607,565232.5374573158,2020+
2023-12-01,663556.4851429686,57948.37885234889,588066.9535103812,2020+
2024-01-01,-543024.9941201565,122919.02665862639,590152.9167501858,2020+
2024-02-01,-523926.470627902,175370.75565458406,544030.8679234806,2020+
2024-03-01,-603822.5352519414,259048.5517516476,636667.2090300272,2020+
2024-04-01,1226533.538167697,271351.48876000795,622492.4304655181,2020+
2024-05-01,1282169.2218754,261100.9850176462,655444.3523059203,2020+
2024-06-01,1318424.239956903,200313.11081732207,665544.4979600983,2020+
2024-07-01,724784.7512339309,116685.47013565661,700580.3155302753,2020+
2024-08-01,699384.4941756901,19428.220073440345,698694.8361035044,2020+
2024-09-01,638620.754590379,-52106.8676908148,640139.3196553991,2020+
2024-10-01,823062.827699944,-90269.54412934535,668137.165924558,2020+
2023-12-01,663556.4851429686,123866.89750828086,587737.9508465104,2020+
2024-01-01,-543024.9941201565,189154.14168950001,589822.7470084225,2020+
2024-02-01,-523926.470627902,236569.66097146904,543726.5015979224,2020+
2024-03-01,-603822.5352519414,330867.37690727896,636311.0163396553,2020+
2024-04-01,1226533.538167697,341752.1143729747,622144.1683359649,2020+
2024-05-01,1282169.2218754,335357.27898940205,655077.6548143092,2020+
2024-06-01,1318424.239956903,275751.5631201757,665172.1501227204,2020+
2024-07-01,724784.7512339309,196030.97819971736,700188.3665653648,2020+
2024-08-01,699384.4941756901,98414.05255335715,698303.9420004244,2020+
2024-09-01,638620.754590379,20090.335938318232,639781.1847629978,2020+
2024-10-01,823062.827699944,-15076.182524987995,667763.3672955018,2020+
2024-11-01,781364.0926139274,-6229.683857286673,632969.5878066779,2020+
2024-01-01,-543024.9941201565,285179.3249202173,589492.7662249326,2020+
2024-02-01,-523926.470627902,325078.8680896707,543422.3108297645,2020+
2024-03-01,-603822.5352519414,434451.19810225815,635955.0241946176,2020+
2024-04-01,1226533.538167697,443049.88996469445,621796.1016650258,2020+
2024-05-01,1282169.2218754,442051.84599767113,654711.1608158224,2020+
2024-06-01,1318424.239956903,384130.8624934302,664800.0073723028,2020+
2024-07-01,724784.7512339309,310154.1971597454,699796.6324606859,2020+
2024-08-01,699384.4941756901,212255.60121796007,697913.2628954169,2020+
2024-09-01,638620.754590379,124397.67238182973,639423.2504289761,2020+
2024-10-01,823062.827699944,93782.05805090994,667389.7765908851,2020+
2024-11-01,781364.0926139274,96933.0058473553,632615.46512597,2020+
2024-12-01,836881.0796861285,150945.11785935302,668027.5572998142,2020+
2024-02-01,-523926.470627902,85575.76351299674,-480192.16283325717,2020+
2024-03-01,-603822.5352519414,159016.16174106358,-561958.1939552927,2020+
2024-04-01,1226533.538167697,180913.92067007947,-549446.7391043813,2020+
2024-05-01,1282169.2218754,174092.70689586326,-578531.9538591091,2020+
2024-06-01,1318424.239956903,118519.06368052261,-587446.9089557836,2020+
2024-07-01,724784.7512339309,33734.707034472165,-618371.4869800395,2020+
2024-08-01,699384.4941756901,-64760.67535867643,-616707.257011214,2020+
2024-09-01,638620.754590379,-134454.61081692058,-565022.873577732,2020+
2024-10-01,823062.827699944,-184266.98769899405,-589735.3432481851,2020+
2024-11-01,781364.0926139274,-174583.13138991303,-559007.2105126325,2020+
2024-12-01,836881.0796861285,-142460.88607773287,-590298.9145278048,2020+
2025-01-01,-76105.61532865165,-66878.2787932394,-546683.9209161277,2020+
2024-03-01,-603822.5352519414,131615.2313767236,-561643.8009962055,2020+
2024-04-01,1226533.538167697,154559.25651573073,-549139.3458706274,2020+
2024-05-01,1282169.2218754,145752.8600174972,-578208.2920926607,2020+
2024-06-01,1318424.239956903,88213.41130988815,-587118.2602985413,2020+
2024-07-01,724784.7512339309,-349.7254854730695,-618025.5384959768,2020+
2024-08-01,699384.4941756901,-100945.89721407388,-616362.2388962681,2020+
2024-09-01,638620.754590379,-169115.47862024725,-564706.7670894056,2020+
2024-10-01,823062.827699944,-221098.7849543852,-589405.4130698042,2020+
2024-11-01,781364.0926139274,-209102.68603052924,-558694.4685446015,2020+
2024-12-01,836881.0796861285,-177563.1845001411,-589968.6685645162,2020+
2025-01-01,-76105.61532865165,-97629.84443518285,-546378.0718631456,2020+
2025-02-01,-70987.32206222211,-23209.914766187478,-527456.7109595567,2020+
2024-04-01,1226533.538167697,208722.2465220498,-548832.1192543025,2020+
2024-05-01,1282169.2218754,203988.37204174124,-577884.7997565744,2020+
2024-06-01,1318424.239956903,148343.24753698945,-586789.7825911397,2020+
2024-07-01,724784.7512339309,63496.50275958243,-617679.7681186349,2020+
2024-08-01,699384.4941756901,-37344.59777726738,-616017.3996435357,2020+
2024-09-01,638620.754590379,-111444.03065256255,-564390.8301695974,2020+
2024-10-01,823062.827699944,-161898.31414629548,-589075.6565987695,2020+
2024-11-01,781364.0926139274,-154004.86999451404,-558381.8960914805,2020+
2024-12-01,836881.0796861285,-120228.04267719478,-589638.5973776891,2020+
2025-01-01,-76105.61532865165,-44874.68379640079,-546072.3911449445,2020+
2025-02-01,-70987.32206222211,27919.33160533727,-527161.6167073116,2020+
2025-03-01,-86031.06260912625,98183.9499217112,-607891.1182026505,2020+
2024-05-01,1282169.2218754,692674.648653689,1204234.9054575872,2020+
2024-06-01,1318424.239956903,642231.1077365454,1222791.7024660842,2020+
2024-07-01,724784.7512339309,581102.4070881904,1287162.3142431306,2020+
2024-08-01,699384.4941756901,477346.14678022836,1283698.16117426,2020+
2024-09-01,638620.754590379,359757.1458534928,1176115.2744746206,2020+
2024-10-01,823062.827699944,330700.7988724591,1227555.1604193824,2020+
2024-11-01,781364.0926139274,314550.0712946657,1163593.4578010961,2020+
2024-12-01,836881.0796861285,376708.4555348648,1228728.254428414,2020+
2025-01-01,-76105.61532865165,417188.6788138428,1137942.0914148309,2020+
2025-02-01,-70987.32206222211,475116.52805680636,1098534.558124471,2020+
2025-03-01,-86031.06260912625,614054.2882015134,1266764.07380524,2020+
2025-04-01,1294220.109896697,626667.6517560682,1234797.9733165214,2020+
2024-06-01,1318424.239956903,585134.2597667113,1222107.6006168874,2020+
2024-07-01,724784.7512339309,525475.1832583633,1286442.200034866,2020+
2024-08-01,699384.4941756901,428312.97440341767,1282979.9846814629,2020+
2024-09-01,638620.754590379,320941.76157644007,1175457.2851050121,2020+
2024-10-01,823062.827699944,295038.1438618524,1226868.3929653114,2020+
2024-11-01,781364.0926139274,282637.13082354446,1162942.4736809086,2020+
2024-12-01,836881.0796861285,341583.61665818724,1228040.8307629484,2020+
2025-01-01,-76105.61532865165,380494.8291249954,1137305.4580993825,2020+
2025-02-01,-70987.32206222211,433978.07290342875,1097919.9716847625,2020+
2025-03-01,-86031.06260912625,559805.3673170054,1266055.3712767505,2020+
2025-04-01,1294220.109896697,568683.236467422,1234107.1544224871,2020+
2025-05-01,1340274.964658108,573551.773272167,1290808.536001195,2020+
